#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
833	109711	3490	-	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	70	Insulin Pork	Insulin (pork)|Insulin, regular, pork|Insulin purified porcine|Porcine insulin|Insulin purified pork|Insulin, porcine|Insulin porcine	-	DRUGBANK	DB00071	C257H387N65O76S6	biologic	A10AE03|A10AD03|A10AC03|A10AB03	12584-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
839	111860	5925	RP11-174I10.1	RB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	70	Insulin Pork	Insulin (pork)|Insulin, regular, pork|Insulin purified porcine|Porcine insulin|Insulin purified pork|Insulin, porcine|Insulin porcine	-	DRUGBANK	DB00071	C257H387N65O76S6	biologic	A10AE03|A10AD03|A10AC03|A10AB03	12584-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
840	111860	5925	RP11-174I10.1	RB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	70	Insulin Pork	Insulin (pork)|Insulin, regular, pork|Insulin purified porcine|Porcine insulin|Insulin purified pork|Insulin, porcine|Insulin porcine	-	DRUGBANK	DB00071	C257H387N65O76S6	biologic	A10AE03|A10AD03|A10AC03|A10AB03	12584-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
841	111860	5925	RP11-174I10.1	RB1	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	9606	Homo sapiens	unknown	target	Biener Y (1990)	1701386	172180	70	Insulin Pork	Insulin (pork)|Insulin, regular, pork|Insulin purified porcine|Porcine insulin|Insulin purified pork|Insulin, porcine|Insulin porcine	-	DRUGBANK	DB00071	C257H387N65O76S6	biologic	A10AE03|A10AD03|A10AC03|A10AB03	12584-58-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
886	108376	2064	-	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	9606	Homo sapiens	antibody	target	Chen X (2002)	11752352	171740	71	Trastuzumab	Anti HER2|Ig gamma-1 chain C region	herceptin|perjeta-herceptin	DRUGBANK	DB00072	C6470H10012N1726O2013S42	biologic	L01XC03	180288-69-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
887	108376	2064	-	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	9606	Homo sapiens	antibody	target	Lin A (2007)	17660958	172202	71	Trastuzumab	Anti HER2|Ig gamma-1 chain C region	herceptin|perjeta-herceptin	DRUGBANK	DB00072	C6470H10012N1726O2013S42	biologic	L01XC03	180288-69-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
888	108376	2064	-	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	9606	Homo sapiens	antibody	target	Treish I (2000)	11098307	172203	71	Trastuzumab	Anti HER2|Ig gamma-1 chain C region	herceptin|perjeta-herceptin	DRUGBANK	DB00072	C6470H10012N1726O2013S42	biologic	L01XC03	180288-69-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
889	108376	2064	-	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	9606	Homo sapiens	antibody	target	Leveque D (2008)	18690878	172201	71	Trastuzumab	Anti HER2|Ig gamma-1 chain C region	herceptin|perjeta-herceptin	DRUGBANK	DB00072	C6470H10012N1726O2013S42	biologic	L01XC03	180288-69-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
893	108276	1956	-	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	9606	Homo sapiens	unknown	target	Chen X (2002)	11752352	171740	71	Trastuzumab	Anti HER2|Ig gamma-1 chain C region	herceptin|perjeta-herceptin	DRUGBANK	DB00072	C6470H10012N1726O2013S42	biologic	L01XC03	180288-69-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1206	109896	3690	-	ITGB3	BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT	9606	Homo sapiens	unknown	target	Monti P (2003)	12586600	172372	94	Anti-thymocyte Globulin (Rabbit)	rabbit ATG|rATG|Thymoglobulin|Anti-thymocyte globulin (rabbit)	thymoglobulin	DRUGBANK	DB00098	-	biologic	-	-	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1253	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Ebert M (1995)	7665222	172401	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1254	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Heidaran MA (1991)	1702511	172402	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1255	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Abdiu A (1998)	10070317	172403	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1256	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Miller-Kasprzak E (2003)	12632922	172404	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1257	111182	5156	-	PDGFRA	CD140A|PDGFR-2|PDGFR2|RHEPDGFRA	9606	Homo sapiens	unknown	target	Yu J (2003)	14506245	172405	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1258	106524	2	-	A2M	A2MD|CPAMD5|FWP007|S863-7	9606	Homo sapiens	unknown	target	Bonner JC (1995)	7541796	172406	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
1259	106524	2	-	A2M	A2MD|CPAMD5|FWP007|S863-7	9606	Homo sapiens	unknown	target	Lizonova A (1990)	1697862	172407	97	Becaplermin	PDGFB|SH-POLYPEPTIDE-59|c-sis|PDGF-BB|PDGF-2|Platelet-derived growth factor beta polypeptide|PDGF B-chain|Platelet-derived growth factor B chain precursor	regranex (becaplermin) 0.01%|r	DRUGBANK	DB00102	C532H892N162O153S9	biologic	A01AD08|D03AX06	165101-51-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	-
2368	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	unknown	target	Rutter AR (2000)	11080203	173223	136	L-Glutamic Acid	(S)-Glutamic acid|(2S)-2-Aminopentanedioic acid|L-Glutamate|Glutamic acid|(S)-2-Aminopentanedioic acid|L-Glutaminic acid|Glu	primene 10%|aminosyn ii 5% inj	DRUGBANK	DB00142	C5H9NO4	small molecule	-	56-86-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WHUUTDBJXJRKMK-VKHMYHEASA-N
2369	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	136	L-Glutamic Acid	(S)-Glutamic acid|(2S)-2-Aminopentanedioic acid|L-Glutamate|Glutamic acid|(S)-2-Aminopentanedioic acid|L-Glutaminic acid|Glu	primene 10%|aminosyn ii 5% inj	DRUGBANK	DB00142	C5H9NO4	small molecule	-	56-86-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WHUUTDBJXJRKMK-VKHMYHEASA-N
2370	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	136	L-Glutamic Acid	(S)-Glutamic acid|(2S)-2-Aminopentanedioic acid|L-Glutamate|Glutamic acid|(S)-2-Aminopentanedioic acid|L-Glutaminic acid|Glu	primene 10%|aminosyn ii 5% inj	DRUGBANK	DB00142	C5H9NO4	small molecule	-	56-86-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WHUUTDBJXJRKMK-VKHMYHEASA-N
2371	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	unknown	target	Rutter AR (2002)	12068077	173225	136	L-Glutamic Acid	(S)-Glutamic acid|(2S)-2-Aminopentanedioic acid|L-Glutamate|Glutamic acid|(S)-2-Aminopentanedioic acid|L-Glutaminic acid|Glu	primene 10%|aminosyn ii 5% inj	DRUGBANK	DB00142	C5H9NO4	small molecule	-	56-86-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WHUUTDBJXJRKMK-VKHMYHEASA-N
2372	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	unknown	target	Bresink I (1996)	8886398	173224	136	L-Glutamic Acid	(S)-Glutamic acid|(2S)-2-Aminopentanedioic acid|L-Glutamate|Glutamic acid|(S)-2-Aminopentanedioic acid|L-Glutaminic acid|Glu	primene 10%|aminosyn ii 5% inj	DRUGBANK	DB00142	C5H9NO4	small molecule	-	56-86-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WHUUTDBJXJRKMK-VKHMYHEASA-N
2768	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Chen X (2002)	11752352	171740	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
2769	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Milutinovic PS (2007)	17646495	173458	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
2770	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Gabra BH (2007)	17405869	173454	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
2771	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Brosnan RJ (2007)	17513636	173455	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
2772	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Liu Y (2007)	17360906	173456	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
2773	109160	2903	RP11-297M9.2	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	9606	Homo sapiens	antagonist	target	Domingues A (2007)	17403555	173457	139	Glycine	Aminoacetic acid|Glycine|G|Glycin|Aminoessigsaeure|Hgly|Glycocoll|Gly|Aminoethanoic acid|Leimzucker|Glyzin|H2N-CH2-COOH|Glykokoll	2.5% travasol amino acid injec	DRUGBANK	DB00145	C2H5NO2	small molecule	B05CX03	56-40-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DHMQDGOQFOQNFH-UHFFFAOYSA-N
3689	111262	5243	-	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	9606	Homo sapiens	unknown	target	Blume H (2006)	16944963	174014	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3690	111262	5243	-	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	9606	Homo sapiens	unknown	target	Fukui N (2007)	17417072	174011	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3691	111262	5243	-	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	9606	Homo sapiens	unknown	target	Gardner ER (2006)	16890580	174010	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3692	111262	5243	-	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	9606	Homo sapiens	unknown	target	Lage H (2006)	16842213	174013	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3693	111262	5243	-	ABCB1	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	9606	Homo sapiens	unknown	target	Gervasini G (2006)	17120199	174012	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3715	115371	10060	-	ABCC9	ABC37|ATFB12|CANTU|CMD1O|SUR2	9606	Homo sapiens	unknown	target	Zhao JL (2006)	16845255	174020	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3716	115371	10060	-	ABCC9	ABC37|ATFB12|CANTU|CMD1O|SUR2	9606	Homo sapiens	unknown	target	Yang YJ (2007)	16829188	174021	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3717	115371	10060	-	ABCC9	ABC37|ATFB12|CANTU|CMD1O|SUR2	9606	Homo sapiens	unknown	target	Bryan J (2007)	16897043	174022	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3747	115485	10188	-	TNK2	ACK|ACK-1|ACK1|p21cdc42Hs	9606	Homo sapiens	unknown	target	Imming P (2006)	17016423	171742	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3748	115485	10188	-	TNK2	ACK|ACK-1|ACK1|p21cdc42Hs	9606	Homo sapiens	unknown	target	Overington JP (2006)	17139284	171741	164	Adenosine triphosphate	Adenosine 5'-triphosphate|Adenosine-5'-triphosphate|ATP	-	DRUGBANK	DB00171	C10H16N5O13P3	small molecule	-	56-65-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZKHQWZAMYRWXGA-YPLCUDRINA-N
3822	110611	4507	-	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	9606	Homo sapiens	unknown	target	Singh V (2006)	17090056	174051	166	Adenine	A|6-Aminopurine|ADENINE|Adenin|Ade|Vitamin B4	nutricel additive system - as3	DRUGBANK	DB00173	C5H5N5	small molecule	-	73-24-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GFFGJBXGBJISGV-UHFFFAOYSA-N
3823	110611	4507	-	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	9606	Homo sapiens	unknown	target	Chow WA (2006)	16631464	174053	166	Adenine	A|6-Aminopurine|ADENINE|Adenin|Ade|Vitamin B4	nutricel additive system - as3	DRUGBANK	DB00173	C5H5N5	small molecule	-	73-24-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GFFGJBXGBJISGV-UHFFFAOYSA-N
3824	110611	4507	-	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	9606	Homo sapiens	unknown	target	Chattopadhyay S (2006)	17041099	174052	166	Adenine	A|6-Aminopurine|ADENINE|Adenin|Ade|Vitamin B4	nutricel additive system - as3	DRUGBANK	DB00173	C5H5N5	small molecule	-	73-24-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GFFGJBXGBJISGV-UHFFFAOYSA-N
3961	107528	1103	-	CHAT	CHOACTASE|CMS1A|CMS1A2	9606	Homo sapiens	unknown	target	FAHMY AR (1954)	13192619	174187	177	Nicotine	(S)-3-(N-methylpyrrolidin-2-yl)pyridine|(S)-3-(1-methylpyrrolidin-2-yl)pyridine|L()-nicotine|()-nicotine|(S)-Nicotine|3-(2-(N-methylpyrrolidinyl))pyridine|(S)-()-nicotine|3-(N-methylpyrollidino)pyridine	good neighbor pharmacy nicotin	DRUGBANK	DB00184	C10H14N2	small molecule	N07BA01	54-11-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	SNICXCGAKADSCV-JTQLQIEISA-N
4010	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	179	Lorazepam	Lormetazepam|Ativan|O-Chlorooxazepam|Methyllorazepam|()-Lorazepam|N-Methyllorazepam|O-Chloroxazepam	pms-lorazepam tab 0.5mg|apo-lo	DRUGBANK	DB00186	C15H10Cl2N2O2	small molecule	N05BA06|N05CD06|N05BA56	846-49-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DIWRORZWFLOCLC-UHFFFAOYSA-N
4016	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Riss J (2008)	18384456	174202	179	Lorazepam	Lormetazepam|Ativan|O-Chlorooxazepam|Methyllorazepam|()-Lorazepam|N-Methyllorazepam|O-Chloroxazepam	pms-lorazepam tab 0.5mg|apo-lo	DRUGBANK	DB00186	C15H10Cl2N2O2	small molecule	N05BA06|N05CD06|N05BA56	846-49-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	DIWRORZWFLOCLC-UHFFFAOYSA-N
4052	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Smeyatsky N (1992)	1585214	174217	182	Ethchlorvynol	3-(beta-chlorovinyl)-1-pentyn-3-ol|Placidyl|1-chloro-3-ethyl-1-penten-4-yn-3-ol|ethyl -chlorovinyl ethynyl carbinol|1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol|3-(-chlorovinyl)-1-pentyn-3-ol|-chlorovinyl ethyl ethynyl carbinol	placidyl cap 200mg|placidyl ca	DRUGBANK	DB00189	C7H9ClO	small molecule	N05CM08	113-18-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZEHYJZXQEQOSON-AATRIKPKSA-N
4058	108835	2561	-	GABRB2	-	9606	Homo sapiens	positive allosteric modulator	target	Smeyatsky N (1992)	1585214	174217	182	Ethchlorvynol	3-(beta-chlorovinyl)-1-pentyn-3-ol|Placidyl|1-chloro-3-ethyl-1-penten-4-yn-3-ol|ethyl -chlorovinyl ethynyl carbinol|1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol|3-(-chlorovinyl)-1-pentyn-3-ol|-chlorovinyl ethyl ethynyl carbinol	placidyl cap 200mg|placidyl ca	DRUGBANK	DB00189	C7H9ClO	small molecule	N05CM08	113-18-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ZEHYJZXQEQOSON-AATRIKPKSA-N
4259	111308	5290	-	PIK3CA	CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|p110-alpha	9606	Homo sapiens	unknown	target	Foukas LC (2002)	12145276	174346	194	Caffeine	Cafine|1,3,7-trimethylpurine-2,6-dione|Theine|7-methyltheophylline|Coffein|Methyltheobromine|Koffein|Guaranine|1-methyltheobromine|Thein|tena|1,3,7-trimethyl-2,6-dioxopurine|Coffeinum|Anhydrous caffeine|Matena|1,3,7-trimethylxanthine|Caffeinum|Cafena|3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion	stay awake maximum strength|fi	DRUGBANK	DB00201	C8H10N4O2	small molecule	N06BC01|V04CG30	58-08-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RYYVLZVUVIJVGH-UHFFFAOYSA-N
4340	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Chen X (2002)	11752352	171740	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4341	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	van Paassen P (1999)	10583449	174413	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4342	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Hilgers KF (1994)	8206619	174415	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4343	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Kiowski W (1994)	7994817	174414	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4344	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	Clozel JP (1993)	8319997	174417	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4345	111904	5972	-	REN	HNFJ2	9606	Homo sapiens	inhibitor	target	MacFadyen RJ (1995)	7769797	174416	205	Remikiren	-	-	DRUGBANK	DB00212	C33H50N4O6S	small molecule	C09XA01	126222-34-2	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	UXIGZRQVLGFTOU-VQXQMPIVSA-N
4456	108833	2559	-	GABRA6	-	9606	Homo sapiens	positive allosteric modulator	target	Grasshoff C (2006)	16973644	174521	221	Enflurane	Efrane|Enflurane|Alyrane|Ethrane|Enflurano|2-chloro-1,1,2-trifluoroethyl difluoromethyl ether|Enfluranum|Methylflurether	enflurane|ethrane liq inh|ethr	DRUGBANK	DB00228	C3H2ClF5O	small molecule	N01AB04	13838-16-9	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	JPGQOUSTVILISH-UHFFFAOYSA-N
